Census_year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading_name,Business_address,Number of patrons,Longitude,Latitude,Location
2015,58,108986,108986,161 Spring Street MELBOURNE 3000,Melbourne (CBD),The European,"Ground , 161 Spring Street MELBOURNE 3000",703,144.97243,-37.81095,"-37.81095, 144.97243"
2015,61,105308,105308,203-207 King Street MELBOURNE 3000,Melbourne (CBD),Bar Humbug,586 King Street MELBOURNE 3000,30,144.95497,-37.81539,"-37.81539, 144.95497"
2015,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE 3000,675,144.95449,-37.81491,"-37.81491, 144.95449"
2015,61,105858,105858,590-592 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Sorry Grandma,590-592 Little Bourke Street MELBOURNE 3000,700,144.9547,-37.81534,"-37.81534, 144.9547"
2015,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),Great Western Hotel,204-208 King Street MELBOURNE 3000,390,144.95548,-37.81521,"-37.81521, 144.95548"
2015,64,104665,104665,68-78 Hardware Lane MELBOURNE 3000,Melbourne (CBD),Pop,68 Hardware Lane MELBOURNE 3000,280,144.96111,-37.81307,"-37.81307, 144.96111"
2015,65,105875,105875,318-322 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Penny Blue,2 Little Bourke Street MELBOURNE 3000,85,144.96313,-37.81293,"-37.81293, 144.96313"
2015,65,105875,105875,318-322 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),NANT Whisky Bar,"Shop 3, 8 Little Bourke Street MELBOURNE 3000",32,144.96313,-37.81293,"-37.81293, 144.96313"
2015,65,105875,105875,318-322 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),M.O.O.,"Basement , 318 Little Bourke Street MELBOURNE 3000",200,144.96313,-37.81293,"-37.81293, 144.96313"
2015,65,109292,109292,243-249 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Lounge,"Level 1, 243-249 Swanston Street MELBOURNE 3000",212,144.96474,-37.8123,"-37.8123, 144.96474"
2015,66,105694,105694,233-237 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Emerald Peacock,233 Lonsdale Street MELBOURNE 3000,300,144.96555,-37.81158,"-37.81158, 144.96555"
2015,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Toff In Town,"Unit , Level 2, 252 Swanston Street MELBOURNE 3000",345,144.96527,-37.81199,"-37.81199, 144.96527"
2015,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cookie,"Unit , Level 1, 252 Swanston Street MELBOURNE 3000",300,144.96527,-37.81199,"-37.81199, 144.96527"
2015,67,102199,102199,16-20 Corrs Lane MELBOURNE 3000,Melbourne (CBD),"Berlin Bar, Brutale & Mendoza's Social Club",16-20 Corrs Lane MELBOURNE 3000,569,144.96839,-37.81113,"-37.81113, 144.96839"
2015,67,102200,102200,12-14 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Fad Gallery,"Gnd & Flr1 , 14 Corrs Lane MELBOURNE 3000",80,144.96843,-37.81123,"-37.81123, 144.96843"
2015,67,105673,105673,103-105 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Bomba Tapas Bar and Rooftop,103 Lonsdale Street MELBOURNE 3000,145,144.96925,-37.81049,"-37.81049, 144.96925"
2015,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Mai Tai Restaurant,234A Russell Street MELBOURNE 3000,170,144.96764,-37.81098,"-37.81098, 144.96764"
2015,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),Nieuw Amsterdam,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.96068,-37.81214,"-37.81214, 144.96068"
2015,74,106018,106018,395-397 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Horse Bazaar,"Ground 0, 397-0 Little Lonsdale Street MELBOURNE 3000",158,144.96025,-37.8119,"-37.8119, 144.96025"
2015,74,108103,108103,244-250 Queen Street MELBOURNE 3000,Melbourne (CBD),Golden Buddha Lounge,"Basement , 420 Queen Street MELBOURNE 3000",200,144.95996,-37.81269,"-37.81269, 144.95996"
2015,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Idarts Hive,243 Little Lonsdale Street MELBOURNE 3000,100,144.96573,-37.81068,"-37.81068, 144.96573"
2015,77,108573,108573,270 Russell Street MELBOURNE 3000,Melbourne (CBD),Whisky and Alement,"Ground , 270 Russell Street MELBOURNE 3000",90,144.96716,-37.81011,"-37.81011, 144.96716"
2015,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242 Exhibition Street MELBOURNE 3000",400,144.96998,-37.80942,"-37.80942, 144.96998"
2015,84,103207,103207,315-321 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Meeting Place,315-321 Elizabeth Street MELBOURNE 3000,250,144.96147,-37.81125,"-37.81125, 144.96147"
2015,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Melbourne Central Lion Hotel,"Shop 303, Level 3, 300 La Trobe Street MELBOURNE 3000",550,144.96284,-37.8109,"-37.8109, 144.96284"
2015,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Strike Melbourne Central,"Shop 305, Level 3, 300 La Trobe Street MELBOURNE 3000",760,144.96284,-37.8109,"-37.8109, 144.96284"
2015,87,106059,106059,100 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gami Chicken and Beer,100 Little Lonsdale Street MELBOURNE 3000,73,144.96872,-37.80914,"-37.80914, 144.96872"
2015,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Order of Melbourne,"Level 2, 401-405 Swanston Street MELBOURNE 3000",290,144.96322,-37.80904,"-37.80904, 144.96322"
2015,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),Red Love,"Level 1, 401-405 Swanston Street MELBOURNE 3000",200,144.96322,-37.80904,"-37.80904, 144.96322"
2015,96,606638,105490,124 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Pearson and Murph'y Cafe,"Part Ground , 124 La Trobe Street MELBOURNE 3000",156,144.96459,-37.80822,"-37.80822, 144.96459"
2015,103,100160,100160,196-200 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Nomads Industry Backpackers,196-200 A'Beckett Street MELBOURNE 3000,200,144.95744,-37.80999,"-37.80999, 144.95744"
2015,104,103219,103219,413-417 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Workshop,"Level 1, 413-417 Elizabeth Street MELBOURNE 3000",230,144.96052,-37.80919,"-37.80919, 144.96052"
2015,104,104085,104085,167-175 Franklin Street MELBOURNE 3000,Melbourne (CBD),Velvet Underground,"Basement , 167 Franklin Street MELBOURNE 3000",200,144.95916,-37.80898,"-37.80898, 144.95916"
2015,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,377-391 Cardigan Street CARLTON 3053,239,144.96575,-37.79726,"-37.79726, 144.96575"
2015,215,108202,108202,415-421 Rathdowne Street CARLTON 3053,Carlton,The Beaufort,415-421 Rathdowne Street CARLTON 3053,50,144.97043,-37.79652,"-37.79652, 144.97043"
2015,218,106215,106215,298 Lygon Street CARLTON 3053,Carlton,Carlton Yacht Club Bar,298 Lygon Street CARLTON 3053,46,144.96738,-37.79999,"-37.79999, 144.96738"
2015,260,103276,103276,614-616 Elizabeth Street MELBOURNE 3000,Carlton,The Last Jar,614-616 Elizabeth Street MELBOURNE 3000,250,144.95891,-37.80388,"-37.80388, 144.95891"
2015,267,106251,106251,66-88 Lygon Street CARLTON 3053,Carlton,Lagers On Lygon,"Part Ground , 66 Lygon Street CARLTON 3053",80,144.96657,-37.8053,"-37.8053, 144.96657"
2015,327,102352,102352,171-173 Curzon Street NORTH MELBOURNE 3051,North Melbourne,Albion Hotel,171-173 Curzon Street NORTH MELBOURNE 3051,100,144.94855,-37.7989,"-37.7989, 144.94855"
2015,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE 3051,80,144.94879,-37.80413,"-37.80413, 144.94879"
2015,346,107987,107987,562-564 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Banter Wine Bar,"Ground , 562 Queensberry Street NORTH MELBOURNE 3051",50,144.94871,-37.80272,"-37.80272, 144.94871"
2015,347,110920,110920,161-163 Errol Street NORTH MELBOURNE 3051,North Melbourne,Limerick Castle Hotel & Restaurant,161-163 Errol Street NORTH MELBOURNE 3051,50,144.94964,-37.80116,"-37.80116, 144.94964"
2015,358,107887,107887,351-359 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,The Crimean,351-359 Queensberry Street NORTH MELBOURNE 3051,240,144.95597,-37.80396,"-37.80396, 144.95597"
2015,362,103239,103239,547-549 Elizabeth Street MELBOURNE 3000,North Melbourne,Musicbox  - Karaoke Bar,"Ground , 547 Elizabeth Street MELBOURNE 3000",150,144.95848,-37.80538,"-37.80538, 144.95848"
2015,375,103809,103809,1-3 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Turf Club Hotel,1-3 Flemington Road NORTH MELBOURNE 3051,629,144.95639,-37.80128,"-37.80128, 144.95639"
2015,658,110266,110266,120 Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part 120 Brunton Avenue JOLIMONT 3002,2800,144.98319,-37.82001,"-37.82001, 144.98319"
2015,710,108617,108617,375-385 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Royce Hotel,375-385 St Kilda Road MELBOURNE 3004,120,144.97554,-37.83508,"-37.83508, 144.97554"
2015,724,106798,106798,557 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),"Village Melbourne - Garden, Arbor, Bistro & Terrace",Part 557 St Kilda Road MELBOURNE 3004,790,144.98152,-37.84747,"-37.84747, 144.98152"
2015,752,108653,110733,100 St Kilda Road SOUTHBANK 3006,Southbank,Curve Bar,100 St Kilda Road SOUTHBANK 3006,300,144.96817,-37.82094,"-37.82094, 144.96817"
2015,801,110326,110326,4 Riverside Quay SOUTHBANK 3006,Southbank,Soho Restaurant & Bar,"Part Ground , 4 Riverside Quay SOUTHBANK 3006",200,144.96337,-37.82092,"-37.82092, 144.96337"
2015,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK 3006,Southbank,Left Bank Melbourne,"Part Ground , 1 Southbank Boulevard SOUTHBANK 3006",400,144.96287,-37.82104,"-37.82104, 144.96287"
2015,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Velvet Bar,8 Whiteman Street SOUTHBANK 3006,100,144.95834,-37.82316,"-37.82316, 144.95834"
2015,803,597190,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Club 23,8 Whiteman Street SOUTHBANK 3006,450,144.95834,-37.82316,"-37.82316, 144.95834"
2015,804,110537,110537,1-27 South Wharf Promenade SOUTH WHARF 3006,Southbank,The Boatbuilders Yard,Part 23 South Wharf Promenade SOUTH WHARF 3006,1438,144.95343,-37.82432,"-37.82432, 144.95343"
2015,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF 3006,Southbank,The General Assembly,29 South Wharf Promenade SOUTH WHARF 3006,610,144.95061,-37.82411,"-37.82411, 144.95061"
2015,807,108054,108054,40-56 Queens Bridge Street SOUTHBANK 3006,Southbank,Mesh/Tonic Bar,"Part Ground , 40-56 Queens Bridge Street SOUTHBANK 3006",300,144.96002,-37.82398,"-37.82398, 144.96002"
2015,808,110385,110385,174-184 City Road SOUTHBANK 3006,Southbank,Rumour Restaurant Bar & Lounge,38 City Road SOUTHBANK 3006,100,144.96192,-37.82384,"-37.82384, 144.96192"
2015,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Club Bar,"Part Ground , 140 Harbour Esplanade DOCKLANDS 3008",500,144.94756,-37.81674,"-37.81674, 144.94756"
2015,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,E J Whitten Bar,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",70,144.94756,-37.81674,"-37.81674, 144.94756"
2015,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,The Medallion Club,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",5000,144.94756,-37.81674,"-37.81674, 144.94756"
2015,1104,576024,576023,747-757 Bourke Street DOCKLANDS 3008,Docklands,The Nixon Hotel,749 Bourke Street DOCKLANDS 3008,300,144.94799,-37.81938,"-37.81938, 144.94799"
2015,1105,628712,628712,717-731 Collins Street DOCKLANDS 3008,Docklands,Bar Nicional,"Tenancy 47, Ground 0, 727-0 Collins Street DOCKLANDS 3008",75,144.95012,-37.82071,"-37.82071, 144.95012"
2016,6,578321,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Beer De Luxe,2 Swanston Street MELBOURNE 3000,1000,144.96851,-37.81943,"-37.81943, 144.96851"
2016,12,105399,105399,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Clique Bar,"Level 1, 26 King Street MELBOURNE 3000",222,144.95615,-37.82117,"-37.82117, 144.95615"
2016,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),The Trust,"Unit 1, 29 Market Street MELBOURNE 3000",350,144.95911,-37.82028,"-37.82028, 144.95911"
2016,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Melbourne,"Ground , 20-24 Bond Street MELBOURNE 3000",500,144.96174,-37.81978,"-37.81978, 144.96174"
2016,14,103946,103946,313-315 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Randy Dragon,"Unit 1, Basement , 313-315 Flinders Lane MELBOURNE 3000",100,144.96254,-37.81928,"-37.81928, 144.96254"
2016,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.96706,-37.818,"-37.818, 144.96706"
2016,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Mon Bijou,"Unit 10, Level 10, 187 Flinders Lane MELBOURNE 3000",180,144.96706,-37.818,"-37.818, 144.96706"
2016,16,108532,108532,27-37 Russell Street MELBOURNE 3000,Melbourne (CBD),Whiskey Den,"Lot , Ground , 27 Russell Street MELBOURNE 3000",40,144.96793,-37.81763,"-37.81763, 144.96793"
2016,17,103924,103924,107-109 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bambu Bar,"Basement , 107 Flinders Lane MELBOURNE 3000",230,144.96952,-37.81724,"-37.81724, 144.96952"
2016,17,103926,103926,125-127 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Gogo,"Basement , 125 Flinders Lane MELBOURNE 3000",300,144.96908,-37.81733,"-37.81733, 144.96908"
2016,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Hell's Kitchen,"Mezzanine , 20A Flinders Lane MELBOURNE 3000",55,144.96428,-37.81824,"-37.81824, 144.96428"
2016,27,597183,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Spice Market,"Part LwrGround , 121-131 Collins Street MELBOURNE 3000",600,144.96856,-37.81672,"-37.81672, 144.96856"
2016,33,105933,105933,425-427 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Irish Times,"Ground , 427 Little Collins Street MELBOURNE 3000",170,144.95922,-37.81789,"-37.81789, 144.95922"
2016,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Marrakech Bar,"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.95878,-37.81803,"-37.81803, 144.95878"
2016,33,108065,108065,93-95 Queen Street MELBOURNE 3000,Melbourne (CBD),Decca Bar,"Basement , 95 Queen Street MELBOURNE 3000",167,144.95966,-37.81802,"-37.81802, 144.95966"
2016,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Part Basement , 290 Collins Street MELBOURNE 3000",450,144.96326,-37.81728,"-37.81728, 144.96326"
2016,35,105919,105919,267 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Bar Americano,20 Little Collins Street MELBOURNE 3000,10,144.96429,-37.81647,"-37.81647, 144.96429"
2016,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),El Coco,"Part Ground , 120 King Street MELBOURNE 3000",500,144.95509,-37.81867,"-37.81867, 144.95509"
2016,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround , 131 Queen Street MELBOURNE 3000",527,144.95922,-37.81713,"-37.81713, 144.95922"
2016,46,105963,105963,196-212 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Hairy Canary,212 Little Collins Street MELBOURNE 3000,50,144.96583,-37.81554,"-37.81554, 144.96583"
2016,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gin Palace,10 Little Collins Street MELBOURNE 3000,150,144.96627,-37.81555,"-37.81555, 144.96627"
2016,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),Portland Hotel,115-127 Russell Street MELBOURNE 3000,414,144.96688,-37.8153,"-37.8153, 144.96688"
2016,46,111394,111394,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),Bar Ampere,16 Russell Place MELBOURNE 3000,60,144.96612,-37.81518,"-37.81518, 144.96612"
2016,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Club Asuka,"Level 2, 59-63 Bourke Street MELBOURNE 3000",150,144.97024,-37.81374,"-37.81374, 144.97024"
2016,52,592048,592048,188-202 King Street MELBOURNE 3000,Melbourne (CBD),La Di Da,192-200 King Street MELBOURNE 3000,458,144.95431,-37.81715,"-37.81715, 144.95431"
2016,53,110145,110145,170-176 William Street MELBOURNE 3000,Melbourne (CBD),Lavita Cafe On William,170 William Street MELBOURNE 3000,50,144.9569,-37.81656,"-37.81656, 144.9569"
2016,54,109954,109954,15-19 Warburton Lane MELBOURNE 3000,Melbourne (CBD),Murmur,"Level 1, 15-19 Warburton Lane MELBOURNE 3000",50,144.96053,-37.81545,"-37.81545, 144.96053"
2016,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Alto Events,"Part Level 3, 338-352 Bourke Street MELBOURNE 3000",400,144.96197,-37.81524,"-37.81524, 144.96197"
2016,55,109284,109284,191-205 Swanston Street MELBOURNE 3000,Melbourne (CBD),Black Opal,191 Swanston Street MELBOURNE 3000,200,144.9637,-37.81474,"-37.81474, 144.9637"
2016,56,101202,101202,206-218 Bourke Street MELBOURNE 3000,Melbourne (CBD),Rainbow Karaoke,"Part Level 2, 206 Bourke Street MELBOURNE 3000",400,144.96555,-37.81431,"-37.81431, 144.96555"
2016,57,101221,101221,94-96 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE 3000,450,144.96893,-37.81355,"-37.81355, 144.96893"
2016,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,21 Liverpool Street MELBOURNE 3000,164,144.96995,-37.81282,"-37.81282, 144.96995"
2016,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Mrs Parma's,19 Little Bourke Street MELBOURNE 3000,300,144.97067,-37.81238,"-37.81238, 144.97067"
2016,61,105308,105308,203-207 King Street MELBOURNE 3000,Melbourne (CBD),Bar Humbug,586 King Street MELBOURNE 3000,30,144.95365,-37.81702,"-37.81702, 144.95365"
2016,61,105858,105858,590-592 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Sorry Grandma,590-592 Little Bourke Street MELBOURNE 3000,700,144.95338,-37.81698,"-37.81698, 144.95338"
2016,64,105704,105704,377-381 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Trapt Bar & Escape Rooms,"Unit 1, 377 Lonsdale Street MELBOURNE 3000",331,144.96014,-37.81452,"-37.81452, 144.96014"
2016,66,105694,105694,233-237 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Emerald Peacock,233 Lonsdale Street MELBOURNE 3000,300,144.96423,-37.81322,"-37.81322, 144.96423"
2016,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Toff In Town,"Unit , Level 2, 252 Swanston Street MELBOURNE 3000",342,144.96396,-37.81363,"-37.81363, 144.96396"
2016,67,105677,105677,117-121 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Key Club,"Level 2, 117 Lonsdale Street MELBOURNE 3000",440,144.96759,-37.81243,"-37.81243, 144.96759"
2016,67,105679,105679,131-137 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Athens Business Club,"Part Level 1, 128-130 Lonsdale Street MELBOURNE 3000",30,144.9672,-37.81256,"-37.81256, 144.9672"
2016,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Mai Tai Restaurant,234A Russell Street MELBOURNE 3000,170,144.96633,-37.81262,"-37.81262, 144.96633"
2016,71,105318,105318,277-287 King Street MELBOURNE 3000,Melbourne (CBD),Hotel Sophia,277-287 King Street MELBOURNE 3000,116,144.95288,-37.81531,"-37.81531, 144.95288"
2016,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),La La Land,"Level 1, 391 Little Lonsdale Street MELBOURNE 3000",175,144.95903,-37.81351,"-37.81351, 144.95903"
2016,84,106037,106037,324-328 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Alchemist's Refuge,"Basement , 324-328 Little Lonsdale Street MELBOURNE 3000",60,144.95862,-37.81331,"-37.81331, 144.95862"
2016,85,102596,102596,22 Drewery Place MELBOURNE 3000,Melbourne (CBD),Sister Bellas,9 Drewery Place MELBOURNE 3000,80,144.9625,-37.81299,"-37.81299, 144.9625"
2016,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Melbourne Central Lion Hotel,"Shop 303, Level 3, 300 La Trobe Street MELBOURNE 3000",550,144.96146,-37.81215,"-37.81215, 144.96146"
2016,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Hoyts,300 La Trobe Street MELBOURNE 3000,300,144.96146,-37.81215,"-37.81215, 144.96146"
2016,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Hush Bar @ Melbourne Central,"Shop 307, Level 3, 300 La Trobe Street MELBOURNE 3000",200,144.96146,-37.81215,"-37.81215, 144.96146"
2016,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Strike Melbourne Central,"Shop 305, Level 3, 300 La Trobe Street MELBOURNE 3000",760,144.96146,-37.81215,"-37.81215, 144.96146"
2016,85,109302,109302,281-287 Swanston Street MELBOURNE 3000,Melbourne (CBD),Bornga,"Level 1, 258 Swanston Street MELBOURNE 3000",40,144.96304,-37.81307,"-37.81307, 144.96304"
2016,85,109304,109304,301-303 Swanston Street MELBOURNE 3000,Melbourne (CBD),Sahara Restaurant,"Level 1, 301 Swanston Street MELBOURNE 3000",140,144.96288,-37.81272,"-37.81272, 144.96288"
2016,87,106059,106059,100 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Gami Chicken and Beer,100 Little Lonsdale Street MELBOURNE 3000,73,144.9674,-37.81077,"-37.81077, 144.9674"
2016,87,108567,108567,300 Russell Street MELBOURNE 3000,Melbourne (CBD),Jankara Japanese Bar,"Ground , 300 Russell Street MELBOURNE 3000",80,144.96559,-37.81115,"-37.81115, 144.96559"
2016,103,100160,100160,196-200 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Nomads Industry Backpackers,196-200 A'Beckett Street MELBOURNE 3000,200,144.95613,-37.81163,"-37.81163, 144.95613"
2016,114,109493,109493,143-151 Therry Street MELBOURNE 3000,Melbourne (CBD),The Mercant Cross Hotel / Fancy Hanks Bar-B-Que,143-151 Therry Street MELBOURNE 3000,1081,144.95709,-37.80954,"-37.80954, 144.95709"
2016,270,664626,104468,230 Grattan Street PARKVILLE 3010,Parkville,HJC Bar,"Part Level 1, 230 Grattan Street PARKVILLE 3010",200,144.95991,-37.79839,"-37.79839, 144.95991"
2016,358,107887,107887,351-359 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,Bobbie Peels,351-359 Queensberry Street NORTH MELBOURNE 3051,240,144.95465,-37.80559,"-37.80559, 144.95465"
2016,362,109843,109843,232-238 Victoria Street MELBOURNE 3000,North Melbourne,The Public Bar,238 Victoria Street MELBOURNE 3000,180,144.95727,-37.80757,"-37.80757, 144.95727"
2016,369,103507,103507,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,The Courthouse Hotel,86-90 Errol Street NORTH MELBOURNE 3051,50,144.94864,-37.80452,"-37.80452, 144.94864"
2016,375,103809,103809,1-3 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Turf Club Hotel,1-3 Flemington Road NORTH MELBOURNE 3051,629,144.95508,-37.80292,"-37.80292, 144.95508"
2016,376,508976,110862,42 Courtney Street NORTH MELBOURNE 3051,North Melbourne,Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,100,144.95277,-37.80307,"-37.80307, 144.95277"
2016,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE 3051,317,144.95172,-37.80253,"-37.80253, 144.95172"
2016,441,108856,108856,475-477 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Hotel Spencer Bar & Dining Room,"Ground , 475 Spencer Street WEST MELBOURNE 3003",150,144.94775,-37.81129,"-37.81129, 144.94775"
2016,613,595153,109643,166 Albert Street EAST MELBOURNE 3002,East Melbourne,Cohen Cellars Wine Bar,"Shop 3, 166 Albert Street EAST MELBOURNE 3002",40,144.98431,-37.81168,"-37.81168, 144.98431"
2016,658,110266,110266,120 Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part 120 Brunton Avenue JOLIMONT 3002,2800,144.98184,-37.82164,"-37.82164, 144.98184"
2016,724,106798,106798,557 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),"Village Melbourne - Garden, Arbor, Bistro & Terrace",Part 557 St Kilda Road MELBOURNE 3004,790,144.97961,-37.849,"-37.849, 144.97961"
2016,730,110473,110473,65-73 Haig Street SOUTHBANK 3006,Southbank,The Backlot Studios,65-71 Haig Street SOUTHBANK 3006,80,144.95525,-37.82952,"-37.82952, 144.95525"
2016,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,No. 8 by John Lawson,"Shop 11, Ground , 8 Whiteman Street SOUTHBANK 3006",40,144.95703,-37.82479,"-37.82479, 144.95703"
2016,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Jimbo & Rex,"Shop 46, Level 1, 8 Whiteman Street SOUTHBANK 3006",300,144.95703,-37.82479,"-37.82479, 144.95703"
2016,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Co,"Shop 53, Level 2, 8 Whiteman Street SOUTHBANK 3006",560,144.95703,-37.82479,"-37.82479, 144.95703"
2016,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Velvet Bar,8 Whiteman Street SOUTHBANK 3006,100,144.95703,-37.82479,"-37.82479, 144.95703"
2016,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Jackpot Bar,8 Whiteman Street SOUTHBANK 3006,80,144.95703,-37.82479,"-37.82479, 144.95703"
